1,37,-7.4276391,109.2581678,-14,12,,31
1,49,-7.4276391,109.2581678,-7,12,,59
1,49,-7.4276391,109.2581678,-7,62,,
1,37,-7.4276391,109.2581678,-13,62,,
1,37,-7.4276391,109.2581678,-13,62,,
1,37,-7.4276391,109.2581678,-13,62,,
1,39,-7.4276391,109.2581678,-10,62,,
1,39,-7.4276391,109.2581678,-10,30,,
1,39,-7.427663,109.2581711,-9,30,,
1,39,-7.427663,109.2581711,-9,92,,
1,40,-7.427663,109.2581711,-8,92,,
1,40,-7.427663,109.2581711,-8,40,,
1,40,-7.427663,109.2581711,-8,40,,
1,31,-7.427663,109.2581711,-10,40,,
1,31,-7.427663,109.2581711,-10,40,,
1,43,-7.427663,109.2581711,-9,40,,
1,43,-7.427663,109.2581711,-9,12,,
1,43,-7.427663,109.2581711,-9,12,,
1,42,-7.427663,109.2581711,-9,62,,
1,42,-7.427663,109.2581711,-9,62,,
1,36,-7.427663,109.2581711,-10,62,,
1,36,-7.427663,109.2581711,-10,62,,
1,36,-7.427663,109.2581711,-10,62,,
1,48,-7.427663,109.2581711,-7,62,,
1,48,-7.4276439,109.2581501,-7,62,,
1,59,-7.4276439,109.2581501,-9,2,,
1,59,-7.4276439,109.2581501,-9,2,,
1,52,-7.4276439,109.2581501,-7,88,,
1,52,-7.4276439,109.2581501,-7,88,,
1,52,-7.4307931,109.2576915,-7,88,,
1,45,-7.4307931,109.2576915,-9,88,,
1,45,-7.4307931,109.2576915,-9,88,,
1,34,-7.4307931,109.2576915,-17,88,,
1,34,-7.4307931,109.2576915,-17,58,,
1,34,-7.4307931,109.2576915,-17,58,,
1,37,-7.4307931,109.2576915,-18,58,,
1,37,-7.4307931,109.2576915,-18,-44,,
1,39,-7.4307931,109.2576915,-11,-44,,
1,39,-7.4307931,109.2576915,-11,38,,
1,39,-7.4307931,109.2576915,-11,38,,
1,39,-7.4273208,109.2562047,-11,38,,
1,34,-7.4273208,109.2562047,-11,38,,
1,34,-7.4273208,109.2562047,-11,36,,
1,31,-7.4273208,109.2562047,-14,36,,
1,31,-7.4273208,109.2562047,-14,36,,
1,31,-7.4273208,109.2562047,-14,36,,
1,37,-7.4273208,109.2562047,-15,36,,
1,37,-7.4273208,109.2562047,-15,-26,,
1,35,-7.4273208,109.2562047,-12,-26,,
1,35,-7.4273208,109.2562047,-12,-26,,
1,35,-7.4273208,109.2562047,-14,-26,,
1,35,-7.4273208,109.2562047,-14,46,,
1,35,-7.4273208,109.2562047,-14,46,,
1,,-7.4273208,109.2562047,-8,46,,
1,,-7.4273208,109.2562047,-8,46,,
1,,-7.4273208,109.2562047,-8,46,,
1,,-7.4273208,109.2562047,-11,36,,
1,,-7.4273208,109.2562047,-11,36,,
1,,-7.4273208,109.2562047,-11,36,,
1,,-7.4273208,109.2562047,-8,36,,
1,,-7.4276313,109.2636386,-8,100,,
1,,-7.4276313,109.2636386,-7,100,,
1,,-7.4276313,109.2636386,-7,100,,
1,,-7.4276313,109.2636386,-7,100,,
1,,-7.4276313,109.2636386,-7,100,,
1,,-7.4276313,109.2636386,-7,112,,
1,,-7.4276313,109.2636386,-7,112,,
1,,-7.4276313,109.2636386,-10,112,,
1,,-7.4276313,109.2636386,-10,112,,
1,,-7.4276313,109.2636386,-10,50,,
1,,-7.4276313,109.2636386,-8,50,,
1,,-7.4276313,109.2636386,-8,50,,
1,,-7.4276313,109.2636386,-10,74,,
1,,-7.4276313,109.2636386,-10,74,,
1,,-7.4276313,109.2636386,-9,74,,
1,,-7.4276313,109.2636386,-9,74,,
1,,-7.4276313,109.2636386,-10,74,,
1,,-7.4276313,109.2636386,-10,74,,
1,,-7.4276313,109.2636386,-10,-10,,
1,,-7.4276313,109.2636386,-11,-10,,
1,,-7.4276313,109.2636386,-11,-10,,
1,,-7.4276313,109.2636386,-17,14,,
1,,-7.4276313,109.2636386,-17,84,,
1,,-7.4276313,109.2636386,-17,84,,
1,,-7.4276313,109.2636386,-12,84,,
1,,-7.4276313,109.2636386,-12,84,,
1,,-7.4276313,109.2636386,-15,84,,
1,,-7.4276313,109.2636386,-15,78,,
1,,-7.4276313,109.2636386,-15,78,,
1,,-7.4276313,109.2636386,-12,-22,,
1,,-7.4276313,109.2636386,-12,-22,,
1,,-7.4276313,109.2636386,-12,-22,,
1,,-7.4276313,109.2636386,-13,24,,
1,,-7.4276313,109.2636386,-13,24,,
1,,-7.4276313,109.2636386,-13,24,,
1,,-7.4276313,109.2636386,-18,24,,
1,,-7.4276313,109.2636386,-18,-32,,
1,,-7.4276313,109.2636386,-15,-32,,
1,,-7.4276313,109.2636386,-15,-48,,
1,,-7.4276313,109.2636386,-15,-48,,
1,,-7.43218,109.2554613,-8,58,,
1,,-7.43218,109.2554613,-8,58,,
1,,-7.43218,109.2554613,-8,58,,
1,,-7.43218,109.2554613,-12,112,,
1,,-7.43218,109.2554613,-12,112,,
1,,-7.43218,109.2554613,-12,26,,
1,,-7.43218,109.2554613,-12,26,,
1,,-7.43218,109.2554613,-12,56,,
1,,-7.43218,109.2554613,-13,56,,
1,,-7.43218,109.2554613,-13,56,,
1,,-7.43218,109.2554613,-9,56,,
1,,-7.43218,109.2554613,-9,56,,
1,,-7.43218,109.2554613,-8,172,,
1,,-7.43218,109.2554613,-8,172,,
1,,-7.43218,109.2554613,-8,110,,
1,,-7.43218,109.2554613,-8,110,,
1,,-7.43218,109.2554613,-8,202,,
1,,-7.43218,109.2554613,-6,202,,
1,,-7.43218,109.2554613,-6,202,,
1,,-7.43218,109.2554613,-6,202,,
1,,-7.43218,109.2554613,-18,202,,
1,,-7.4307931,109.2576915,-18,56,,
1,,-7.4307931,109.2576915,-12,56,,
1,,-7.4307931,109.2576915,-12,56,,
1,,-7.4307931,109.2576915,-19,56,,
1,,-7.4307931,109.2576915,-19,34,,
1,,-7.4307931,109.2576915,-19,34,,
1,,-7.4307931,109.2576915,-13,34,,
1,,-7.4307931,109.2576915,-13,34,,
1,,-7.4307931,109.2576915,-13,34,,
1,,-7.4307931,109.2576915,-19,18,,
1,,-7.4307931,109.2576915,-19,18,,
1,,-7.4307931,109.2576915,-19,-2,,
1,,-7.4307931,109.2576915,-12,-2,,
1,,-7.4307931,109.2576915,-12,-2,,
1,,-7.4307931,109.2576915,-12,-2,,
