report,sys_time,sim_state,service_state,net_op_name,net_op_code,roaming,net_type,call_state,data_state,data_act,data_rx,data_tx,gsm_neighbors,umts_neighbors,lte_neighbors,cdma_neighbors,rssi_strongest,tech,mcc,mnc,lac_tac_sid,long_cid,node_id_nid,cid_bid,psc_pci,rssi,rsrq,rssi_ev,ecio_ev,rssnr,slev,ta,gps,accuracy,lat,long,altitude,speed,bearing,band,arfcn,bts_psc_pci,bts_band,bts_arfcn,site_name,cell_lat,cell_long,cell_name,azimuth,height,tilt_mech,tilt_el,
21,20200418140329,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-103,LTE,510,10,3942,44230178,172774,34,113,-102,-15,2147483647,2147483647,-64,2,2147483647,2,699,-7.4336221,109.2591783,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
22,20200418140330,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-103,LTE,510,10,3942,44230178,172774,34,113,-102,-15,2147483647,2147483647,14,2,2147483647,2,699,-7.4336221,109.2591783,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
23,20200418140331,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-99,LTE,510,10,3942,44230178,172774,34,113,-98,-14,2147483647,2147483647,14,2,2147483647,2,699,-7.4336221,109.2591783,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
24,20200418140332,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-99,LTE,510,10,3942,44230178,172774,34,113,-98,-14,2147483647,2147483647,54,2,2147483647,2,699,-7.4336221,109.2591783,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
25,20200418140333,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-99,LTE,510,10,3942,44230178,172774,34,113,-98,-14,2147483647,2147483647,54,2,2147483647,2,699,-7.4336221,109.2591783,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
26,20200418140334,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-104,LTE,510,10,3942,44230178,172774,34,113,-105,-14,2147483647,2147483647,54,2,2147483647,2,699,-7.4336221,109.2591783,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
27,20200418140335,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-104,LTE,510,10,3942,44230178,172774,34,113,-105,-14,2147483647,2147483647,54,2,2147483647,2,699,-7.4336221,109.2591783,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
28,20200418140336,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-104,LTE,510,10,3942,44230178,172774,34,113,-105,-14,2147483647,2147483647,-16,2,2147483647,2,699,-7.4336221,109.2591783,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
29,20200418140337,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-104,LTE,510,10,3942,44230178,172774,34,113,-105,-15,2147483647,2147483647,-16,2,2147483647,2,699,-7.4336221,109.2591783,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
30,20200418140338,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-104,LTE,510,10,3942,44230178,172774,34,113,-105,-15,2147483647,2147483647,-6,2,2147483647,2,699,-7.4336221,109.2591783,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
31,20200418140339,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-106,LTE,510,10,3942,44230178,172774,34,113,-104,-13,2147483647,2147483647,-6,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
32,20200418140340,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-106,LTE,510,10,3942,44230178,172774,34,113,-104,-13,2147483647,2147483647,-6,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
33,20200418140341,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-106,LTE,510,10,3942,44230178,172774,34,113,-104,-13,2147483647,2147483647,-26,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
34,20200418140342,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-113,LTE,510,10,3942,44174616,172557,24,247,-107,-10,2147483647,2147483647,-26,1,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
35,20200418140343,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-113,LTE,510,10,3942,44174616,172557,24,247,-107,-10,2147483647,2147483647,42,1,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
36,20200418140344,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-113,LTE,510,10,3942,44174616,172557,24,247,-107,-10,2147483647,2147483647,42,1,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
37,20200418140345,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-111,LTE,510,10,3942,44174616,172557,24,247,-103,-9,2147483647,2147483647,48,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
38,20200418140346,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-111,LTE,510,10,3942,44174616,172557,24,247,-103,-9,2147483647,2147483647,48,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
39,20200418140347,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-111,LTE,510,10,3942,44174616,172557,24,247,-102,-9,2147483647,2147483647,52,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
40,20200418140348,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-111,LTE,510,10,3942,44174616,172557,24,247,-102,-9,2147483647,2147483647,52,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
41,20200418140349,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-111,LTE,510,10,3942,44174616,172557,24,247,-102,-9,2147483647,2147483647,52,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
42,20200418140350,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-101,LTE,510,10,3942,44174616,172557,24,247,-98,-9,2147483647,2147483647,52,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
43,20200418140351,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-101,LTE,510,10,3942,44174616,172557,24,247,-98,-9,2147483647,2147483647,52,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
44,20200418140352,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-101,LTE,510,10,3942,44174616,172557,24,247,-98,-9,2147483647,2147483647,60,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
45,20200418140353,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-105,LTE,510,10,3942,44174616,172557,24,247,-87,-7,2147483647,2147483647,60,3,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
46,20200418140354,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-105,LTE,510,10,3942,44174616,172557,24,247,-87,-7,2147483647,2147483647,156,3,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
47,20200418140355,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-100,LTE,510,10,3942,44174616,172557,24,247,-98,-8,2147483647,2147483647,156,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
48,20200418140356,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-100,LTE,510,10,3942,44174616,172557,24,247,-98,-8,2147483647,2147483647,70,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
49,20200418140357,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-106,LTE,510,10,3942,44174616,172557,24,247,-97,-5,2147483647,2147483647,70,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
50,20200418140358,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-106,LTE,510,10,3942,44174616,172557,24,247,-97,-5,2147483647,2147483647,70,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
51,20200418140359,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-103,LTE,510,10,3942,44174616,172557,24,247,-94,-8,2147483647,2147483647,70,3,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
52,20200418140400,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-103,LTE,510,10,3942,44174616,172557,24,247,-94,-8,2147483647,2147483647,70,3,2147483647,1,114,-7.42771642,109.25934964,53.8652,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
53,20200418140401,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-103,LTE,510,10,3942,44174616,172557,24,247,-94,-8,2147483647,2147483647,70,3,2147483647,1,114,-7.42770717,109.25934866,53.866,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
54,20200418140402,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-103,LTE,510,10,3942,44174616,172557,24,247,-95,-7,2147483647,2147483647,70,3,2147483647,1,114,-7.42770717,109.25934866,53.866,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
55,20200418140403,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-103,LTE,510,10,3942,44174616,172557,24,247,-95,-7,2147483647,2147483647,120,3,2147483647,1,114,-7.42770717,109.25934866,53.866,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
56,20200418140404,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-101,LTE,510,10,3942,44174616,172557,24,247,-92,-7,2147483647,2147483647,120,3,2147483647,1,114,-7.42770717,109.25934866,53.866,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
57,20200418140405,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-101,LTE,510,10,3942,44174616,172557,24,247,-92,-7,2147483647,2147483647,120,3,2147483647,1,114,-7.42770717,109.25934866,53.866,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
58,20200418140406,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-102,LTE,510,10,3942,44174616,172557,24,247,-86,-6,2147483647,2147483647,120,3,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
59,20200418140407,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-102,LTE,510,10,3942,44174616,172557,24,247,-86,-6,2147483647,2147483647,120,3,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
60,20200418140408,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-102,LTE,510,10,3942,44174616,172557,24,247,-86,-6,2147483647,2147483647,120,3,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
61,20200418140409,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-95,LTE,510,10,3942,44174616,172557,24,247,-92,-10,2147483647,2147483647,120,3,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
62,20200418140410,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-95,LTE,510,10,3942,44174616,172557,24,247,-92,-10,2147483647,2147483647,4,3,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
63,20200418140411,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-97,LTE,510,10,3942,44174616,172557,24,247,-85,-8,2147483647,2147483647,4,4,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
64,20200418140412,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-97,LTE,510,10,3942,44174616,172557,24,247,-85,-8,2147483647,2147483647,144,4,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
65,20200418140413,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-100,LTE,510,10,3942,44174616,172557,24,247,-88,-7,2147483647,2147483647,144,3,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
66,20200418140414,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-100,LTE,510,10,3942,44174616,172557,24,247,-88,-7,2147483647,2147483647,140,3,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
67,20200418140415,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-103,LTE,510,10,3942,44174616,172557,24,247,-94,-10,2147483647,2147483647,140,3,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
68,20200418140416,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-103,LTE,510,10,3942,44174616,172557,24,247,-94,-10,2147483647,2147483647,140,3,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
69,20200418140417,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-105,LTE,510,10,3942,44174616,172557,24,247,-95,-8,2147483647,2147483647,140,3,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
70,20200418140418,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-105,LTE,510,10,3942,44174616,172557,24,247,-95,-8,2147483647,2147483647,140,3,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
71,20200418140419,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-105,LTE,510,10,3942,44174616,172557,24,247,-95,-8,2147483647,2147483647,88,3,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
72,20200418140420,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-106,LTE,510,10,3942,44174616,172557,24,247,-93,-6,2147483647,2147483647,88,3,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
73,20200418140421,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-106,LTE,510,10,3942,44174616,172557,24,247,-93,-6,2147483647,2147483647,122,3,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
74,20200418140422,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-105,LTE,510,10,3942,44174616,172557,24,247,-100,-11,2147483647,2147483647,122,2,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
75,20200418140423,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-105,LTE,510,10,3942,44174616,172557,24,247,-100,-11,2147483647,2147483647,44,2,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
76,20200418140424,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-105,LTE,510,10,3942,44174616,172557,24,247,-100,-11,2147483647,2147483647,44,2,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
77,20200418140425,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,1,0,-110,LTE,510,10,3942,44174616,172557,24,247,-95,-11,2147483647,2147483647,44,3,2147483647,2,1299,-7.426156,109.260665,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
