1,-103
1,-91
1,-91
1,-103
1,-103
1,-103
1,-101
1,-101
1,-101
1,-101
1,-100
1,-100
1,-100
1,-109
1,-109
1,-97
1,-97
1,-97
1,-98
1,-98
1,-104
1,-104
1,-104
1,-92
1,-92
1,-81
1,-81
1,-88
1,-88
1,-88
1,-95
1,-95
1,-106
1,-106
1,-106
1,-103
1,-103
1,-101
1,-101
1,-101
1,-106
1,-106
1,-106
1,-109
1,-109
1,-109
1,-103
1,-103
1,-105
1,-105
1,-105
1,-105
1,-105
1,-102
1,-102
1,-102
1,-106
1,-106
1,-106
1,-106
1,-106
1,-100
1,-100
1,-100
1,-99
1,-99
1,-99
1,-105
1,-105
1,-105
1,-107
1,-107
1,-106
1,-106
1,-103
1,-103
1,-103
1,-103
1,-103
1,-108
1,-108
1,-107
1,-107
1,-107
1,-102
1,-102
1,-108
1,-108
1,-108
1,-102
1,-102
1,-102
1,-105
1,-105
1,-105
1,-107
1,-107
1,-108
1,-108
1,-108
1,-96
1,-96
1,-96
1,-103
1,-103
1,-106
1,-106
1,-106
1,-108
1,-108
1,-86
1,-86
1,-93
1,-93
1,-93
1,-92
1,-92
1,-95
1,-95
1,-95
1,-110
1,-110
1,-102
1,-102
1,-107
1,-107
1,-107
1,-113
1,-113
1,-113
1,-117
1,-117
1,-117
1,-105
1,-105
1,-105
1,-101
1,-101
1,-106
1,-106
1,-106
1,-109
1,-109
1,-105
1,-105
1,-105
1,-109
1,-109
1,-105
1,-105
1,-105
1,-105
1,-100
1,-100
1,-100
1,-101
1,-101
1,-101
1,-109
1,-109
1,-103
1,-103
1,-104
1,-104
1,-104
1,-103
1,-103
1,-104
1,-104
1,-104
1,-103
1,-103
1,-104
1,-104
1,-104
1,-102
1,-102
1,-101
1,-101
1,-101
1,-102
1,-102
1,-102
1,-99
1,-99
1,-99
1,-103
1,-103
1,-103
1,-103
1,-103
1,-101
1,-101
1,-104
1,-104
1,-104
1,-106
1,-106
1,-86
1,-86
1,-93
2,-99
2,-99
2,-102
2,-102
2,-103
2,-103
2,-103
2,-87
2,-87
2,-87
2,-98
2,-98
2,-98
2,-98
2,-98
2,-98
2,-103
2,-103
2,-103
2,-99
2,-99
2,-102
2,-102
2,-98
2,-98
2,-98
2,-105
2,-105
2,-105
2,-105
2,-105
2,-104
2,-104
2,-104
2,-107
2,-107
2,-107
2,-103
2,-103
2,-102
2,-102
2,-102
2,-98
2,-98
2,-98
2,-87
2,-87
2,-98
2,-98
2,-97
2,-97
2,-94
2,-94
2,-94
2,-95
2,-95
2,-92
2,-92
2,-86
2,-86
2,-86
2,-92
2,-92
2,-85
2,-85
2,-88
2,-88
2,-94
2,-94
2,-95
2,-95
2,-95
2,-93
2,-93
2,-100
2,-100
2,-100
2,-95
2,-95
2,-91
2,-91
2,-91
2,-98
2,-98
2,-99
2,-99
2,-99
2,-92
2,-92
2,-98
2,-98
2,-98
2,-104
2,-104
2,-104
2,-94
2,-94
2,-88
2,-88
2,-86
2,-86
2,-85
2,-85
2,-85
2,-97
2,-97
2,-92
2,-92
2,-103
2,-103
2,-103
2,-102
2,-102
2,-101
2,-101
2,-101
2,-99
2,-99
2,-99
2,-106
2,-106
2,-104
2,-104
2,-104
2,-102
2,-102
2,-104
2,-104
2,-107
2,-107
2,-106
2,-106
2,-106
2,-100
2,-100
2,-91
2,-91
2,-91
2,-93
2,-93
2,-91
2,-91
2,-91
2,-91
2,-91
2,-91
2,-91
2,-91
2,-92
2,-92
2,-92
2,-98
2,-98
2,-98
2,-91
2,-91
2,-94
2,-94
2,-94
2,-95
2,-95
2,-95
2,-84
2,-84
2,-88
2,-88
2,-88
2,-97
2,-97
2,-90
2,-90
2,-100
2,-100
2,-100
2,-99
2,-99
2,-99
2,-101
2,-101
2,-101
2,-97
2,-97
2,-86
2,-86
2,-92
2,-92
2,-92
2,-99
2,-99
2,-101
2,-101
2,-101
2,-96
2,-96
2,-99
2,-99
2,-99
2,-99
2,-104
2,-104
2,-104
2,-105
2,-105
3,-104
3,-83
3,-83
3,-83
3,-84
3,-84
3,-84
3,-84
3,-84
3,-79
3,-79
3,-82
3,-82
3,-80
3,-80
3,-80
3,-76
3,-76
3,-81
3,-81
3,-92
3,-92
3,-96
3,-96
3,-96
3,-95
