report,sys_time,sim_state,service_state,net_op_name,net_op_code,roaming,net_type,call_state,data_state,data_act,data_rx,data_tx,gsm_neighbors,umts_neighbors,lte_neighbors,cdma_neighbors,rssi_strongest,tech,mcc,mnc,lac_tac_sid,long_cid,node_id_nid,cid_bid,psc_pci,rssi,rsrq,rssi_ev,ecio_ev,rssnr,slev,ta,gps,accuracy,lat,long,altitude,speed,bearing,band,arfcn,bts_psc_pci,bts_band,bts_arfcn,site_name,cell_lat,cell_long,cell_name,azimuth,height,tilt_mech,tilt_el,
30,20200418140735,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,2,0,-109,LTE,510,10,3942,44174616,172557,24,247,-94,-9,2147483647,2147483647,138,3,2147483647,2,1100,-7.4276758,109.2554613,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
31,20200418140736,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,2,0,-109,LTE,510,10,3942,44174616,172557,24,247,-94,-9,2147483647,2147483647,138,3,2147483647,2,1100,-7.4276758,109.2554613,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
32,20200418140737,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,2,0,-109,LTE,510,10,3942,44174616,172557,24,247,-94,-9,2147483647,2147483647,138,3,2147483647,2,1100,-7.4276758,109.2554613,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
33,20200418140738,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,0,0,2147483647,LTE,510,10,3942,44174616,172557,24,247,-98,-13,2147483647,2147483647,-18,2,2147483647,2,1100,-7.4276758,109.2554613,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
34,20200418140739,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,0,0,2147483647,LTE,510,10,3942,44174616,172557,24,247,-98,-13,2147483647,2147483647,-18,2,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
35,20200418140740,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,0,0,2147483647,LTE,510,10,3942,44174616,172557,24,247,-106,-13,2147483647,2147483647,-18,1,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
36,20200418140741,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,0,0,2147483647,LTE,510,10,3942,44174616,172557,24,247,-106,-13,2147483647,2147483647,-18,1,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
37,20200418140742,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,0,0,2147483647,LTE,510,10,3942,44174616,172557,24,247,-91,-9,2147483647,2147483647,-18,3,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
38,20200418140743,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,0,0,2147483647,LTE,510,10,3942,44174616,172557,24,247,-91,-9,2147483647,2147483647,14,3,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
39,20200418140744,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,0,0,2147483647,LTE,510,10,3942,44174616,172557,24,247,-91,-9,2147483647,2147483647,14,3,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
40,20200418140745,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,0,0,2147483647,LTE,510,10,3942,44174616,172557,24,247,-95,-10,2147483647,2147483647,-50,3,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
41,20200418140746,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,0,0,2147483647,LTE,510,10,3942,44174616,172557,24,247,-95,-10,2147483647,2147483647,-50,3,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
42,20200418140747,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,0,0,2147483647,LTE,510,10,3942,44174616,172557,24,247,-104,-11,2147483647,2147483647,-10,2,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
43,20200418140748,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,0,0,2147483647,LTE,510,10,3942,44174616,172557,24,247,-104,-11,2147483647,2147483647,-10,2,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
44,20200418140749,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,0,0,2147483647,LTE,510,10,3942,44174616,172557,24,247,-104,-11,2147483647,2147483647,-10,2,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
45,20200418140750,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,2,0,-102,LTE,510,10,3942,44174616,172557,24,247,-104,-18,2147483647,2147483647,-10,2,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
46,20200418140751,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,2,0,-102,LTE,510,10,3942,44174616,172557,24,247,-104,-18,2147483647,2147483647,-10,2,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
47,20200418140752,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,1,0,2,0,-102,LTE,510,10,3942,44174616,172557,24,247,-104,-18,2147483647,2147483647,38,2,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
48,20200418140753,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,2,0,-96,LTE,510,10,3942,44230178,172774,34,113,-90,-8,2147483647,2147483647,38,3,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
49,20200418140754,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,2,0,-96,LTE,510,10,3942,44230178,172774,34,113,-90,-8,2147483647,2147483647,38,3,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
50,20200418140755,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,2,0,-103,LTE,510,10,3942,44230178,172774,34,113,-92,-7,2147483647,2147483647,38,3,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
51,20200418140756,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,2,0,-103,LTE,510,10,3942,44230178,172774,34,113,-92,-7,2147483647,2147483647,98,3,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
52,20200418140757,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,2,0,-103,LTE,510,10,3942,44230178,172774,34,113,-92,-7,2147483647,2147483647,98,3,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
53,20200418140758,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,2,0,-99,LTE,510,10,3942,44230178,172774,34,113,-95,-8,2147483647,2147483647,98,3,2147483647,2,1799,-7.4276313,109.2636386,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
54,20200418140759,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,2,0,-99,LTE,510,10,3942,44230178,172774,34,113,-95,-8,2147483647,2147483647,98,3,2147483647,2,1200,-7.4320467,109.2584349,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
55,20200418140800,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,2,0,-108,LTE,510,10,3942,44230178,172774,34,113,-100,-10,2147483647,2147483647,98,2,2147483647,2,1200,-7.4320467,109.2584349,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
56,20200418140801,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,2,0,-108,LTE,510,10,3942,44230178,172774,34,113,-100,-10,2147483647,2147483647,58,2,2147483647,2,1200,-7.4320467,109.2584349,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
57,20200418140802,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,2,0,-108,LTE,510,10,3942,44230178,172774,34,113,-100,-10,2147483647,2147483647,58,2,2147483647,2,1200,-7.4320467,109.2584349,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
58,20200418140803,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,2,0,-103,LTE,510,10,3942,44230178,172774,34,113,-93,-8,2147483647,2147483647,68,3,2147483647,2,1200,-7.4320467,109.2584349,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
59,20200418140804,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,2,0,-103,LTE,510,10,3942,44230178,172774,34,113,-93,-8,2147483647,2147483647,68,3,2147483647,2,1200,-7.4320467,109.2584349,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
60,20200418140805,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,2,0,-103,LTE,510,10,3942,44230178,172774,34,113,-93,-8,2147483647,2147483647,74,3,2147483647,2,1200,-7.4320467,109.2584349,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
61,20200418140806,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-102,LTE,510,10,3942,44230178,172774,34,113,-94,-10,2147483647,2147483647,74,3,2147483647,2,1200,-7.4320467,109.2584349,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
62,20200418140807,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-102,LTE,510,10,3942,44230178,172774,34,113,-94,-10,2147483647,2147483647,74,3,2147483647,2,1200,-7.4320467,109.2584349,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
63,20200418140808,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-105,LTE,510,10,3942,44230178,172774,34,113,-90,-8,2147483647,2147483647,74,3,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
64,20200418140809,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-105,LTE,510,10,3942,44230178,172774,34,113,-90,-8,2147483647,2147483647,74,3,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
65,20200418140810,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-105,LTE,510,10,3942,44230178,172774,34,113,-90,-8,2147483647,2147483647,74,3,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
66,20200418140811,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-108,LTE,510,10,3942,44230178,172774,34,113,-91,-7,2147483647,2147483647,74,3,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
67,20200418140812,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-108,LTE,510,10,3942,44230178,172774,34,113,-91,-7,2147483647,2147483647,74,3,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
68,20200418140813,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-108,LTE,510,10,3942,44230178,172774,34,113,-88,-7,2147483647,2147483647,74,3,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
69,20200418140814,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-108,LTE,510,10,3942,44230178,172774,34,113,-88,-7,2147483647,2147483647,170,3,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
70,20200418140815,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-100,LTE,510,10,3942,44230178,172774,34,113,-88,-7,2147483647,2147483647,170,3,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
71,20200418140816,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-100,LTE,510,10,3942,44230178,172774,34,113,-88,-7,2147483647,2147483647,170,3,2147483647,1,164,-7.42795609,109.25928151,111.682,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
72,20200418140817,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-100,LTE,510,10,3942,44230178,172774,34,113,-88,-7,2147483647,2147483647,170,3,2147483647,1,164,-7.42795609,109.25928151,111.682,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
73,20200418140818,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-100,LTE,510,10,3942,44230178,172774,34,113,-87,-8,2147483647,2147483647,110,3,2147483647,1,164,-7.42795609,109.25928151,111.682,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
74,20200418140819,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-100,LTE,510,10,3942,44230178,172774,34,113,-87,-8,2147483647,2147483647,110,3,2147483647,1,164,-7.42795609,109.25928151,111.682,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
75,20200418140820,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-105,LTE,510,10,3942,44230178,172774,34,113,-98,-7,2147483647,2147483647,110,2,2147483647,1,164,-7.42795609,109.25928151,111.682,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
76,20200418140821,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,1,0,-105,LTE,510,10,3942,44230178,172774,34,113,-98,-7,2147483647,2147483647,68,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
77,20200418140822,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-100,-8,2147483647,2147483647,68,2,2147483647,2,1200,-7.4307931,109.2576915,0,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
