report,sys_time,sim_state,service_state,net_op_name,net_op_code,roaming,net_type,call_state,data_state,data_act,data_rx,data_tx,gsm_neighbors,umts_neighbors,lte_neighbors,cdma_neighbors,rssi_strongest,tech,mcc,mnc,lac_tac_sid,long_cid,node_id_nid,cid_bid,psc_pci,rssi,rsrq,rssi_ev,ecio_ev,rssnr,slev,ta,gps,accuracy,lat,long,altitude,speed,bearing,band,arfcn,bts_psc_pci,bts_band,bts_arfcn,site_name,cell_lat,cell_long,cell_name,azimuth,height,tilt_mech,tilt_el,
50,20200418141219,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-84,-10,2147483647,2147483647,70,4,2147483647,1,15,-7.42823716,109.25838195,69.471,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
51,20200418141220,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-84,-10,2147483647,2147483647,134,4,2147483647,1,15,-7.42823623,109.25838191,70.3602,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
52,20200418141221,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-89,-8,2147483647,2147483647,134,3,2147483647,1,15,-7.42823573,109.25838187,70.3677,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
53,20200418141222,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-89,-8,2147483647,2147483647,134,3,2147483647,1,16,-7.42823453,109.25838279,70.1636,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
54,20200418141223,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-88,-7,2147483647,2147483647,134,3,2147483647,1,18,-7.42822956,109.25838602,70.1263,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
55,20200418141224,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-88,-7,2147483647,2147483647,134,3,2147483647,1,27,-7.4282196,109.25837975,70.8411,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
56,20200418141225,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-88,-7,2147483647,2147483647,162,3,2147483647,1,19,-7.42818319,109.25837484,72.6366,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
57,20200418141226,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-88,-6,2147483647,2147483647,162,3,2147483647,1,20,-7.42816678,109.2583752,72.732,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
58,20200418141227,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-88,-6,2147483647,2147483647,162,3,2147483647,1,23,-7.42814457,109.25837515,73.8843,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
59,20200418141228,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-88,-6,2147483647,2147483647,162,3,2147483647,1,26,-7.42811815,109.25837559,75.2775,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
60,20200418141229,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-94,-8,2147483647,2147483647,108,3,2147483647,1,25,-7.42809359,109.25837361,76.3273,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
61,20200418141230,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-94,-8,2147483647,2147483647,108,3,2147483647,1,27,-7.42808185,109.25837328,76.4147,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
62,20200418141231,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-106,-12,2147483647,2147483647,108,1,2147483647,1,30,-7.42807579,109.25837308,76.4468,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
63,20200418141232,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-106,-12,2147483647,2147483647,108,1,2147483647,1,26,-7.42806984,109.25836838,77.7999,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
64,20200418141233,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-106,-12,2147483647,2147483647,108,1,2147483647,1,24,-7.42806783,109.25836578,77.8965,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
65,20200418141234,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-103,-11,2147483647,2147483647,-4,2,2147483647,1,22,-7.42806653,109.25836441,77.9423,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
66,20200418141235,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-103,-11,2147483647,2147483647,-4,2,2147483647,1,21,-7.42806567,109.25836372,77.9668,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
67,20200418141236,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-87,-11,2147483647,2147483647,82,3,2147483647,1,20,-7.42806515,109.25836336,77.9783,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
68,20200418141237,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-87,-11,2147483647,2147483647,82,3,2147483647,1,19,-7.42805948,109.25836685,78.2122,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
69,20200418141238,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-87,-11,2147483647,2147483647,98,3,2147483647,1,19,-7.42805373,109.25837919,77.9717,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
70,20200418141239,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-97,-11,2147483647,2147483647,98,2,2147483647,1,22,-7.42805214,109.25839562,78.0193,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
71,20200418141240,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-97,-11,2147483647,2147483647,98,2,2147483647,1,23,-7.42805227,109.25840756,77.8065,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
72,20200418141241,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-90,-10,2147483647,2147483647,98,3,2147483647,1,23,-7.42805157,109.25841034,77.6022,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
73,20200418141242,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-90,-10,2147483647,2147483647,98,3,2147483647,1,23,-7.42805121,109.25841183,77.6045,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
74,20200418141243,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-90,-10,2147483647,2147483647,6,3,2147483647,1,23,-7.42805101,109.25841257,77.6056,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
75,20200418141244,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-107,-12,2147483647,2147483647,6,1,2147483647,1,23,-7.42805086,109.25841294,77.6088,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
76,20200418141245,READY,IN_SERVICE,by.U-DiRumahAja,51010,0,LTE,IDLE,DISCONNECTED,NONE,0,0,4,0,0,0,2147483647,LTE,510,10,3942,44230178,172774,34,113,-107,-12,2147483647,2147483647,24,1,2147483647,1,23,-7.42805079,109.25841315,77.6049,0,0,2300,38750,null,null,null,null,,,null,null,null,null,null,
