latitude	longitude
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4304881	109.2573198
-7.4304881	109.2573198
-7.4304881	109.2573198
-7.4304881	109.2573198
-7.4304881	109.2573198
-7.4304881	109.2573198
-7.4304881	109.2573198
-7.4304881	109.2573198
-7.4304881	109.2573198
-7.4304881	109.2573198
-7.4304881	109.2573198
-7.4304881	109.2573198
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4336221	109.2591783
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.42771642	109.2593496
-7.42770717	109.2593487
-7.42770717	109.2593487
-7.42770717	109.2593487
-7.42770717	109.2593487
-7.42770717	109.2593487
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.43218	109.2554613
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4280862	109.260665
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276758	109.2554613
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4320467	109.2584349
-7.4320467	109.2584349
-7.4320467	109.2584349
-7.4320467	109.2584349
-7.4320467	109.2584349
-7.4320467	109.2584349
-7.4320467	109.2584349
-7.4320467	109.2584349
-7.4320467	109.2584349
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.42795609	109.2592815
-7.42795609	109.2592815
-7.42795609	109.2592815
-7.42795609	109.2592815
-7.42795609	109.2592815
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4273208	109.2562047
-7.4273208	109.2562047
-7.4273208	109.2562047
-7.4273208	109.2562047
-7.4273208	109.2562047
-7.4273208	109.2562047
-7.4273208	109.2562047
-7.4273208	109.2562047
-7.4273208	109.2562047
-7.4273208	109.2562047
-7.4273208	109.2562047
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4276313	109.2636386
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4307931	109.2576915
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.4283746	109.2614084
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.426156	109.260665
-7.4283168	109.2589423
-7.42832356	109.258914
-7.42833457	109.2588699
-7.42834487	109.2588235
-7.42835362	109.2587819
-7.42836352	109.2587413
-7.42837279	109.2587029
-7.42839309	109.258658
-7.42840368	109.2586219
-7.4284089	109.2585846
-7.42841585	109.2585556
-7.42841917	109.2585303
-7.42842794	109.2585032
-7.42842327	109.2584798
-7.42842583	109.2584586
-7.42842538	109.2584358
-7.42841205	109.2584173
-7.42838485	109.2584004
-7.42834552	109.2583921
-7.42830196	109.2583893
-7.42828532	109.2583889
-7.42826342	109.2583865
-7.42824911	109.2583843
-7.42824438	109.2583831
-7.42823959	109.2583824
-7.42823716	109.258382
-7.42823623	109.2583819
-7.42823573	109.2583819
-7.42823453	109.2583828
-7.42822956	109.258386
-7.4282196	109.2583798
-7.42818319	109.2583748
-7.42816678	109.2583752
-7.42814457	109.2583752
-7.42811815	109.2583756
-7.42809359	109.2583736
-7.42808185	109.2583733
-7.42807579	109.2583731
-7.42806984	109.2583684
-7.42806783	109.2583658
-7.42806653	109.2583644
-7.42806567	109.2583637
-7.42806515	109.2583634
-7.42805948	109.2583669
-7.42805373	109.2583792
-7.42805214	109.2583956
-7.42805227	109.2584076
-7.42805157	109.2584103
-7.42805121	109.2584118
-7.42805101	109.2584126
-7.42805086	109.2584129
-7.42805079	109.2584132
-7.4280498	109.2584132
-7.42804929	109.2584134
-7.42804901	109.2584134
-7.42804884	109.2584135
-7.42804876	109.2584135
-7.42804811	109.2584138
-7.42804656	109.258417
-7.42804852	109.2584382
-7.42804509	109.2584657
-7.42803598	109.2584933
-7.42803142	109.2585103
-7.42802988	109.258516
-7.42802828	109.2585222
-7.42802543	109.2585405
-7.42802372	109.2585531
-7.42801067	109.2585707
-7.4280046	109.2585922
-7.42800164	109.2586157
-7.42800445	109.2586419
-7.42800907	109.2586706
-7.42801035	109.2587212
-7.42801119	109.258747
-7.42801587	109.2587637
-7.42802611	109.2587787
-7.42803817	109.2587953
-7.42805116	109.2588171
-7.42806424	109.2588459
-7.42807855	109.2588782
-7.42809434	109.2589068
-7.42811011	109.2589344
-7.4281212	109.2589633
-7.42812063	109.2589984
-7.42812252	109.2590291
-7.42813114	109.259048
-7.42814565	109.2590546
-7.42815866	109.2590554
-7.42817049	109.2590449
-7.42817812	109.2590279
-7.42818168	109.2590077
-7.42818201	109.2589848
-7.42818126	109.2589623
-7.42817676	109.2589444
-7.42817283	109.2589214
-7.42816843	109.2588982
-7.42816224	109.2588751
-7.42815664	109.2588507
-7.42815024	109.2588276
-7.42814729	109.2588056
-7.42814656	109.2587859
-7.42814466	109.2587673
-7.4281378	109.2587675
-7.42813417	109.2587727
-7.42813298	109.2587724
-7.42813589	109.2587561
-7.42813823	109.2587291
-7.42813921	109.2587007
-7.4281381	109.2586742
-7.42813498	109.2586499
-7.42813335	109.2586253
-7.42813312	109.2586017
-7.42813116	109.258579
-7.42812866	109.258555
-7.42812375	109.258538
-7.42812154	109.2585172
-7.42812111	109.2584901
-7.42812066	109.2584661
-7.42811942	109.2584434
-7.42811989	109.2584209
-7.42812167	109.2583977
-7.4281228	109.2583905
-7.42812331	109.2583921
-7.4281187	109.2583877
-7.42811466	109.2583797
-7.42810781	109.2583708
-7.42809816	109.258371
-7.42809156	109.2583726
-7.42808824	109.2583734
-7.4280866	109.2583738
-7.42808576	109.258374
-7.42808547	109.2583741
-7.42808205	109.2583724
-7.42807784	109.2583698
-7.4280591	109.2583687
-7.42804943	109.2583683
-7.42803928	109.2583664
-7.42803148	109.2583651
-7.42802245	109.2583657
-7.42801201	109.2583691
-7.42800015	109.2583763
-7.42799123	109.2583822
-7.42798668	109.2583851
-7.42797879	109.2583863
-7.42797187	109.2583871
-7.42796452	109.258386
-7.42795212	109.2583861
-7.42794097	109.2583884
-7.4279364	109.25839
-7.42793075	109.2583943
-7.42792969	109.2584028
-7.42792412	109.258415
-7.42791192	109.2584292
-7.42790529	109.2584407
-7.42790173	109.2584477
-7.42789965	109.2584675
-7.4278944	109.2584955
-7.42788731	109.2585256
-7.42787277	109.2585522
-7.42787104	109.2585795
-7.42786694	109.2586056
-7.42786135	109.2586267
-7.42785413	109.258648
-7.42783262	109.258674
-7.42782436	109.2586861
-7.42781639	109.258704
-7.42780988	109.2587229
-7.4278029	109.2587419
-7.42779657	109.258763
-7.42778639	109.2587898
-7.42778192	109.2588033
-7.42777968	109.2588101
-7.42777856	109.2588135
-7.42777801	109.2588153
-7.42777769	109.2588162
